pair,step,step_time_off_s,step_time_on_s,loss_off,loss_on
3,21,1.1657397747039795,1.259683609008789,0.4277538061141968,0.4279012680053711
3,22,1.1635327339172363,1.1246187686920166,0.44134610891342163,0.44125330448150635
3,23,1.1845197677612305,1.182140827178955,0.46175649762153625,0.4616478681564331
3,24,1.1412544250488281,1.1114695072174072,0.48153233528137207,0.4814634919166565
3,25,1.12575364112854,1.1282308101654053,0.48022782802581787,0.47998058795928955
3,26,1.077561378479004,1.0852916240692139,0.4906945526599884,0.49083414673805237
3,27,0.9985566139221191,0.9744296073913574,0.4676348567008972,0.46749013662338257
3,28,1.0918879508972168,1.1714046001434326,0.45455923676490784,0.4546436369419098
3,29,1.1633782386779785,1.1756997108459473,0.46433502435684204,0.46446722745895386
3,30,1.5195660591125488,1.5541729927062988,0.47917672991752625,0.4794842302799225
3,31,1.0393750667572021,1.0296401977539062,0.474836528301239,0.4745899438858032
3,32,1.0300893783569336,1.037874460220337,0.4333095848560333,0.43327024579048157
3,33,1.1154522895812988,1.1145434379577637,0.44950777292251587,0.4494268298149109
3,34,1.1428070068359375,1.156134843826294,0.45609456300735474,0.45629236102104187
3,35,1.1288228034973145,1.1591057777404785,0.48054563999176025,0.4806196689605713
3,36,1.0947177410125732,1.0967843532562256,0.4523450434207916,0.4522935450077057
3,37,1.0775442123413086,1.1276695728302002,0.43515998125076294,0.4348781704902649
3,38,1.2780065536499023,1.1533405780792236,0.4237686097621918,0.4238314926624298
3,39,1.0858869552612305,1.0881068706512451,0.46341004967689514,0.46340951323509216
3,40,1.0166831016540527,1.0913071632385254,0.457494854927063,0.4574478268623352
3,41,1.0699594020843506,1.085698127746582,0.4636242389678955,0.4639260172843933
3,42,1.0011894702911377,1.009305477142334,0.4446098804473877,0.44435206055641174
3,43,1.1555216312408447,1.1660728454589844,0.45446503162384033,0.4545360505580902
3,44,1.1247410774230957,1.1330275535583496,0.43304914236068726,0.4330587387084961
3,45,1.205225944519043,1.2610712051391602,0.43988561630249023,0.4398803114891052
3,46,1.1340994834899902,1.1870813369750977,0.43574222922325134,0.4358881413936615
3,47,1.172394037246704,1.2060561180114746,0.4428400695323944,0.4428849220275879
3,48,1.3070027828216553,1.3020093441009521,0.4386116862297058,0.4387906789779663
3,49,1.1515026092529297,1.1502196788787842,0.44612863659858704,0.44585752487182617
3,50,1.1292903423309326,1.1797595024108887,0.45244526863098145,0.4524399936199188
3,51,1.1453614234924316,1.1343564987182617,0.45646125078201294,0.4565436840057373
3,52,1.2356116771697998,1.246847152709961,0.4365992248058319,0.43661385774612427
3,53,1.284862756729126,1.2779901027679443,0.49344736337661743,0.4932655990123749
3,54,1.0123026371002197,1.0826876163482666,0.4845373034477234,0.4846768081188202
3,55,1.1809744834899902,1.0803933143615723,0.44983381032943726,0.44998282194137573
3,56,1.1778464317321777,1.1610920429229736,0.44766658544540405,0.44768843054771423
3,57,1.1719868183135986,1.1924099922180176,0.4590848386287689,0.4590130150318146
3,58,1.1733965873718262,1.1576075553894043,0.46128323674201965,0.4614025950431824
3,59,1.1072804927825928,1.0938518047332764,0.4386563003063202,0.4389292895793915
